question,intent
ⵎⴰⵏⵉ ⵜⴳⴰ ⵜⵉⵍⵉɣⵔⵉ ⵏ ⵍⵃⴰⵍ ⵏ ⵜⵓⵙⵙⵏⴰ?,emergency_medical_contact  
ⴰⵎⴻⴽ ⴰⵔⴰ ⵎⵍⴰⵢⴻɣ ɣⴻⴼ allergies tizmamin?,emergency_medical_contact  
ⴰⵏⵉⴷⴰ ⵍⵍⴰⵏ ⵢⵉⵙⴻⴼⴽⴰ ⵏ defibrillateurs?,emergency_medical_contact  
Tzemreḍ ad d-teɛeḍ-d ugar n isallen ɣef emergency_medical_contact  ?,emergency_medical_contact  
Bɣiɣ ad ɣeṛ ugar ɣef emergency_medical_contact  ,emergency_medical_contact  
D acu i d-ufrux ɣef emergency_medical_contact  ?,emergency_medical_contact  
Amek i d-ixdem emergency_medical_contact  ?,emergency_medical_contact  
Anida zemreɣ ad d-af isallen ɣef emergency_medical_contact  ?,emergency_medical_contact  
D acu i d-ufrux amezwaru ɣef emergency_medical_contact  ?,emergency_medical_contact  
Anwa i d-izmer ad d-ɛawen ɣef emergency_medical_contact  ?,emergency_medical_contact  
Maɣer emergency_medical_contact   i d-amahil?,emergency_medical_contact  
Melca n lweqt i d-ixessan emergency_medical_contact  ?,emergency_medical_contact  
Anwa d ixeddmen i emergency_medical_contact  ?,emergency_medical_contact  
Quel est le numéro de fax principal de la faculté?,faculty_fax_number
Comment envoyer un fax au secrétariat général?,faculty_fax_number
Où trouver le fax du service scolarité?,faculty_fax_number
Comment vérifier si un fax est bien arrivé?,faculty_fax_number
Qui contacter en cas de problème de fax?,faculty_fax_number
Où obtenir une confirmation de réception?,faculty_fax_number
Où trouver le modèle d'en-tête de fax?,faculty_fax_number
Quel est le numéro de fax du secrétariat ?,faculty_fax_number
Comment puis-je envoyer un fax à la faculté ?,faculty_fax_number
Où trouver le fax du service administratif ?,faculty_fax_number
Quel est le numéro pour les fax urgents ?,faculty_fax_number
Comment savoir si un fax a été reçu ?,faculty_fax_number
Qui est responsable des fax à la faculté ?,faculty_fax_number
Où obtenir un accusé de réception de fax ?,faculty_fax_number
Comment envoyer un fax à l’étranger ?,faculty_fax_number
Existe-t-il un modèle de fax à utiliser ?,faculty_fax_number
Pouvez-vous me donner des informations sur faculty_fax_number ?,faculty_fax_number
J'aimerais en savoir plus sur faculty_fax_number,faculty_fax_number
Quels sont les détails concernant faculty_fax_number ?,faculty_fax_number
Comment fonctionne faculty_fax_number ?,faculty_fax_number
Quel est le protocole pour les fax officiels?,faculty_fax_number
Quel est le fax pour les demandes administratives?,faculty_fax_number
Comment envoyer un fax international?,faculty_fax_number
Quel fax utiliser pour les documents officiels ?,faculty_fax_number
What's the main faculty fax number?,faculty_fax_number
How to fax the general secretariat?,faculty_fax_number
Where to find student office fax?,faculty_fax_number
What's the official fax procedure?,faculty_fax_number
How to confirm fax delivery?,faculty_fax_number
Who to contact about fax issues?,faculty_fax_number
Where to get fax confirmation?,faculty_fax_number
What's the fax for admin requests?,faculty_fax_number
How to send an international fax?,faculty_fax_number
Where to find fax header template?,faculty_fax_number
What is the faculty’s main fax number?,faculty_fax_number
How can I send a fax to the faculty?,faculty_fax_number
Where can I find the fax number for the administrative office?,faculty_fax_number
What is the fax number for urgent documents?,faculty_fax_number
How do I confirm a fax was received?,faculty_fax_number
Who is responsible for fax communications at the faculty?,faculty_fax_number
ما هو رقم الفاكس الرئيسي للكلية؟,faculty_fax_number
كيف أرسل فاكسًا للسكرتارية العامة؟,faculty_fax_number
أين أجد فاكس شؤون الطلاب؟,faculty_fax_number
ما هو إجراء إرسال الفاكس الرسمي؟,faculty_fax_number
كيف أتأكد من وصول الفاكس؟,faculty_fax_number
من أتصل بخصوص مشاكل الفاكس؟,faculty_fax_number
أين أحصل على تأكيد الاستلام؟,faculty_fax_number
ما هو فاكس الطلبات الإدارية؟,faculty_fax_number
كيف أرسل فاكسًا دوليًا؟,faculty_fax_number
أين أجد نموذج رأس صفحة الفاكس؟,faculty_fax_number
ما هو رقم الفاكس للأمانة العامة؟,faculty_fax_number
كيف أرسل فاكس إلى الكلية؟,faculty_fax_number
أين أجد فاكس القسم الإداري؟,faculty_fax_number
ما هو رقم الفاكس للحالات العاجلة؟,faculty_fax_number
كيف أتأكد من استلام الفاكس؟,faculty_fax_number
من المسؤول عن الفاكس في الكلية؟,faculty_fax_number
أين أجد تأكيد استلام الفاكس؟,faculty_fax_number
أي فاكس يجب استخدامه للوثائق الرسمية؟,faculty_fax_number
كيف أرسل فاكس دولي؟,faculty_fax_number
هل يوجد نموذج فاكس معتمد؟,faculty_fax_number
ⵎⴰⵏⴰ ⵉⵙⵎⵎⵓⵔ ⴰⵏ ⴰⵎⵙⵙⴰⴷ ⵏ ⵜⴰⵎⴰⵣⵉⵖⵜ?,faculty_fax_number
ⵅⴼ ⴰⵙⵏⴰⵡ ⴷ ⴰⵙⵙⴰⴷ ⴰⵏ ⵜⴰⵎⴰⵣⵉⵖⵜ?,faculty_fax_number
ⴰⵢⵢ ⵏ ⴰⵙⴳⴳⴰⵔ ⴰⵏ ⵜⴰⵎⴰⵣⵉⵖⵜ?,faculty_fax_number
ⵅⴼ ⵉⵙⴻⵔⵏ ⴰⴷ ⵎⴻⵔⴰⵣ ⴰⵏⴻⵙⵏⵙ ⵏ ⵜⴰⵎⴰⵣⵉⵖⵜ?,faculty_fax_number
ⵅⴼ ⵓⵙⵏⴰⴽ ⴰⵎⵙⵙⴰⴷ ⴷ ⴰⵙⵙⴰⴷ ⴰⵏ ⵜⴰⵎⴰⵣⵉⵖⵜ?,faculty_fax_number
ⵎⴰⵏⴰ ⵉⵙⵎⵎⵓⵔ ⵏ ⴰⵙⴳⴳⴰⵔ ⴰⵏ ⵜⴰⵎⴰⵣⵉⵖⵜ?,faculty_fax_number
ⴰⵢⵢ ⴷ ⵙⵉⵏⴰⵙ ⴰⵎⵣⵣⵉⵖ?,faculty_fax_number
ⵅⴼ ⵉⵙⴻⵔⵏ ⴰⴷ ⵎⴻⵔⴰⵣ ⴰⵙⵙⴰⵙ ⵏ ⵜⴰⵎⴰⵣⵉⵖⵜ?,faculty_fax_number
ⵅⴼ ⵉⵙⴻⵔⵏ ⴰⴷ ⵎⴻⵔⴰⵣ ⵏ ⴰⵙⴳⴳⴰⵔ ⵏ ⵜⴰⵎⴰⵣⵉⵖⵜ?,faculty_fax_number
ⴰⵙⵍⵉⵙ ⵏ ⵎⴻⵣⵣⵓⵍ ⵏ ⵜⴰⵎⴰⵣⵉⵖⵜ?,faculty_fax_number
Tzemreḍ ad d-teɛeḍ-d ugar n isallen ɣef faculty_fax_number?,faculty_fax_number
Bɣiɣ ad ɣeṛ ugar ɣef faculty_fax_number,faculty_fax_number
D acu i d-ufrux ɣef faculty_fax_number?,faculty_fax_number
Amek i d-ixdem faculty_fax_number?,faculty_fax_number
Anida zemreɣ ad d-af isallen ɣef faculty_fax_number?,faculty_fax_number
D acu i d-ufrux amezwaru ɣef faculty_fax_number?,faculty_fax_number
Anwa i d-izmer ad d-ɛawen ɣef faculty_fax_number?,faculty_fax_number
Maɣer faculty_fax_number i d-amahil?,faculty_fax_number
Melca n lweqt i d-ixessan faculty_fax_number?,faculty_fax_number
Anwa d ixeddmen i faculty_fax_number?,faculty_fax_number
Pouvez-vous me donner des informations sur faculty_fax_number   ?,faculty_fax_number  
J'aimerais en savoir plus sur faculty_fax_number  ,faculty_fax_number  
Quels sont les détails concernant faculty_fax_number   ?,faculty_fax_number  
Comment fonctionne faculty_fax_number   ?,faculty_fax_number  
Où puis-je trouver des informations sur faculty_fax_number   ?,faculty_fax_number  
Quand puis-je accéder à faculty_fax_number   ?,faculty_fax_number  
Qui peut m'aider avec faculty_fax_number   ?,faculty_fax_number  
Pourquoi faculty_fax_number   est-il important ?,faculty_fax_number  
Combien de temps faut-il pour faculty_fax_number   ?,faculty_fax_number  
Quelle est la procédure pour faculty_fax_number   ?,faculty_fax_number  
Comment procéder avec faculty_fax_number   ?,faculty_fax_number  
Quelles sont les étapes pour faculty_fax_number   ?,faculty_fax_number  
Existe-t-il une documentation sur faculty_fax_number   ?,faculty_fax_number  
Puis-je avoir un exemple de faculty_fax_number   ?,faculty_fax_number  
Quels sont les avantages de faculty_fax_number   ?,faculty_fax_number  
Y a-t-il des restrictions pour faculty_fax_number   ?,faculty_fax_number  
Comment s'inscrire à faculty_fax_number   ?,faculty_fax_number  
Quels sont les prérequis pour faculty_fax_number   ?,faculty_fax_number  
Où se déroule faculty_fax_number   ?,faculty_fax_number  
Quand commence faculty_fax_number   ?,faculty_fax_number  
Can you give me information about faculty_fax_number  ?,faculty_fax_number  
I would like to know more about faculty_fax_number  ,faculty_fax_number  
What are the details regarding faculty_fax_number  ?,faculty_fax_number  
How does faculty_fax_number   work?,faculty_fax_number  
Where can I find information about faculty_fax_number  ?,faculty_fax_number  
When can I access faculty_fax_number  ?,faculty_fax_number  
Who can help me with faculty_fax_number  ?,faculty_fax_number  
Why is faculty_fax_number   important?,faculty_fax_number  
How long does it take to faculty_fax_number  ?,faculty_fax_number  
What is the procedure for faculty_fax_number  ?,faculty_fax_number  
How to proceed with faculty_fax_number  ?,faculty_fax_number  
What are the steps for faculty_fax_number  ?,faculty_fax_number  
Is there documentation about faculty_fax_number  ?,faculty_fax_number  
Can I have an example of faculty_fax_number  ?,faculty_fax_number  
What are the benefits of faculty_fax_number  ?,faculty_fax_number  
Are there any restrictions for faculty_fax_number  ?,faculty_fax_number  
How to register for faculty_fax_number  ?,faculty_fax_number  
What are the prerequisites for faculty_fax_number  ?,faculty_fax_number  
Where does faculty_fax_number   take place?,faculty_fax_number  
When does faculty_fax_number   start?,faculty_fax_number  
هل يمكنك إعطائي معلومات عن faculty_fax_number  ؟,faculty_fax_number  
أود معرفة المزيد عن faculty_fax_number  ,faculty_fax_number  
ما هي التفاصيل المتعلقة بـ faculty_fax_number  ؟,faculty_fax_number  
كيف يعمل faculty_fax_number  ؟,faculty_fax_number  
أين يمكنني العثور على معلومات عن faculty_fax_number  ؟,faculty_fax_number  
متى يمكنني الوصول إلى faculty_fax_number  ؟,faculty_fax_number  
من يمكنه مساعدتي مع faculty_fax_number  ؟,faculty_fax_number  
لماذا faculty_fax_number   مهم؟,faculty_fax_number  
كم من الوقت يستغرق faculty_fax_number  ؟,faculty_fax_number  
ما هي الإجراءات المطلوبة لـ faculty_fax_number  ؟,faculty_fax_number  
كيف يمكن المتابعة مع faculty_fax_number  ؟,faculty_fax_number  
ما هي الخطوات المطلوبة لـ faculty_fax_number  ؟,faculty_fax_number  
هل توجد وثائق حول faculty_fax_number  ؟,faculty_fax_number  
هل يمكنني الحصول على مثال لـ faculty_fax_number  ؟,faculty_fax_number  
ما هي فوائد faculty_fax_number  ؟,faculty_fax_number  
هل توجد قيود على faculty_fax_number  ؟,faculty_fax_number  
كيف يمكن التسجيل في faculty_fax_number  ؟,faculty_fax_number  
ما هي المتطلبات المسبقة لـ faculty_fax_number  ؟,faculty_fax_number  
أين يتم تنظيم faculty_fax_number  ؟,faculty_fax_number  
متى يبدأ faculty_fax_number  ؟,faculty_fax_number  
ⵎⴰⵏⵉ ⵜⴳⴰ ⵜⵉⵍⵉɣⵔⵉ ⵏ ⴼⴰⵅ ⵏ ⵜⴻⵎⴷⵉⵏⵜ?,faculty_fax_number  
ⴰⵎⴻⴽ ⴰⵔⴰ ⵜⴰⵣⵏⴻɣ ⴼⴰⵅ ⵉ ⵙⴽⴻⵔⴰⵜⵉⴰⵜ ⴰⵎⴰⵜⴰⵢ?,faculty_fax_number  
ⴰⵏⵉⴷⴰ ⴰⵔⴰ ⴷ-ⴰⴼɣⴻɣ ⴼⴰⵅ ⵏ ⵓḥⵓⴷⴷⵓ ⵏ ⵢⵉⵙⵍⵎⴰⴷⴻⵏ?,faculty_fax_number  
ⵎⴰⵏⵉ ⵜⴳⴰ ⵜⵔⴰⵢⵢⴰⵜ ⵏ ⵓⵣⵏⴰ ⵏ ⴼⴰⵅ ⵓⵙⵍⵉⴳ?,faculty_fax_number  
ⴰⵎⴻⴽ ⴰⵔⴰ ⵙⴻⵏⵇⴻḍ ⵎⴰ ⵢⵓⵙⴰ ⴼⴰⵅ?,faculty_fax_number  
ⴰⵏⵡⴰ ⴰⵔⴰ ɣⴻⵖ ⵎⴰ ⵢⴻⵍⵍⴰ ⵓⴳⵓⵔ ⵏ ⴼⴰⵅ?,faculty_fax_number  
ⴰⵏⵉⴷⴰ ⴰⵔⴰ ⴷ-ⴰⵡⵉɣ ⴰⵙⴻⵍⴽⴻⵏ ⵏ ⵓⵙⵉⵔⴻⴳ ⵏ ⴼⴰⵅ?,faculty_fax_number  
ⵎⴰⵏⵉ ⵜⴳⴰ ⴼⴰⵅ ⵏ ⵢⵉⵙⴰⵍⴰⵏ ⴰⵏⴰⴱⴰḍⴰⵏ?,faculty_fax_number  
ⴰⵎⴻⴽ ⴰⵔⴰ ⵜⴰⵣⵏⴻɣ ⴼⴰⵅ ɣⴻⵔ ⴱⴻṛṛⴰ?,faculty_fax_number  
ⴰⵏⵉⴷⴰ ⴰⵔⴰ ⴷ-ⴰⴼɣⴻɣ ⵜⴰⵎⵓⴷⴻⵎⵜ ⵏ ⴼⴰⵅ?,faculty_fax_number  
Tzemreḍ ad d-teɛeḍ-d ugar n isallen ɣef faculty_fax_number  ?,faculty_fax_number  
Bɣiɣ ad ɣeṛ ugar ɣef faculty_fax_number  ,faculty_fax_number  
D acu i d-ufrux ɣef faculty_fax_number  ?,faculty_fax_number  
Amek i d-ixdem faculty_fax_number  ?,faculty_fax_number  
Anida zemreɣ ad d-af isallen ɣef faculty_fax_number  ?,faculty_fax_number  
D acu i d-ufrux amezwaru ɣef faculty_fax_number  ?,faculty_fax_number  
Anwa i d-izmer ad d-ɛawen ɣef faculty_fax_number  ?,faculty_fax_number  
Maɣer faculty_fax_number   i d-amahil?,faculty_fax_number  
Melca n lweqt i d-ixessan faculty_fax_number  ?,faculty_fax_number  
Anwa d ixeddmen i faculty_fax_number  ?,faculty_fax_number  
Quels sont les autres téléphones de la faculté?,faculty_alternative_phones
Quel est le contact du département des internats?,faculty_alternative_phones
Comment rejoindre le service des partenariats étrangers?,faculty_alternative_phones
Qui téléphoner pour les sujets d'études?,faculty_alternative_phones
Où dénicher les contacts des diverses sections?,faculty_alternative_phones
Quel est le lien pour les requêtes de certificats?,faculty_alternative_phones
Quel est le contact du département excellence?,faculty_alternative_phones
Quels sont les numéros secondaires de la faculté?,faculty_alternative_phones
Quel est le numéro du bureau des stages?,faculty_alternative_phones
Qui appeler pour les questions de scolarité?,faculty_alternative_phones
Où trouver les numéros des différents services?,faculty_alternative_phones
Quel est le contact pour les demandes de diplômes?,faculty_alternative_phones
Quel est le numéro du service qualité?,faculty_alternative_phones
Pouvez-vous me donner des informations sur faculty_alternative_phones ?,faculty_alternative_phones
J'aimerais en savoir plus sur faculty_alternative_phones,faculty_alternative_phones
Quels sont les détails concernant faculty_alternative_phones ?,faculty_alternative_phones
Comment fonctionne faculty_alternative_phones ?,faculty_alternative_phones
Où puis-je trouver des informations sur faculty_alternative_phones ?,faculty_alternative_phones
Quand puis-je accéder à faculty_alternative_phones ?,faculty_alternative_phones
